input_name,gbif_matchType,gbif_confidence,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_usageKey,gbif_synonyms,gbif_english_name,gbif_english_names,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_taxon_id,wfo_query_used,wfo_url,wfo_native_areas_found_in,wfo_native_countries,powo_native,powo_url,powo_taxon_id,powo_error
Elaeis guineensis Jacq,EXACT,100,Elaeis guineensis,Elaeis guineensis,Elaeis guineensis Jacq.,2731882,Elaeis dybowskii Hua | Elaeis guineensis f. androgyna A.Chev. | Elaeis guineensis f. caryolitica Becc. | Elaeis guineensis f. dioica A.Chev. | Elaeis guineensis f. dura Becc. | Elaeis guineensis f. fatua Becc. | Elaeis guineensis f. ramosa A.Chev. | Elaeis guineensis f. semidura Becc. | Elaeis guineensis f. tenera Becc. | Elaeis guineensis subsp. albescens Becc. | Elaeis guineensis subsp. androgyna A.Chev. | Elaeis guineensis subsp. angulosa Becc. | Elaeis guineensis subsp. caryolitica Becc. | Elaeis guineensis subsp. ceredia A.Chev. | Elaeis guineensis subsp. compressa Becc. | Elaeis guineensis subsp. dioica A.Chev. | Elaeis guineensis subsp. dura Becc. | Elaeis guineensis subsp. fatua Becc. | Elaeis guineensis subsp. gracilinux A.Chev. | Elaeis guineensis subsp. idolatrica A.Chev.,Oil palm,"African Oil Palm | Mavangati lahi, Mavangati menaka | Mbija n'drume, Mbija matra | Oil palm | apwiraiasi | dendezeiro","Afghanistan | Angola | Bahamas | Benin | Brazil | Burkina Faso | Cameroon | Congo, Democratic Republic of the | Croatia | Cuba | Côte d’Ivoire | Equatorial Guinea | France | French Polynesia | Gabon | Germany | Ghana | Guinea | Guinea-Bissau | Honduras | India | Indonesia | Kenya | Liberia | Madagascar | Micronesia (Federated States of) | Nigeria | Panama | Philippines | Puerto Rico | Sao Tome and Principe | Sierra Leone | South Africa | Sri Lanka | Suriname | Tanzania, United Republic of | Thailand | Trinidad and Tobago | United Kingdom of Great Britain and Northern Ireland | United States of America | Viet Nam",AF | AO | BF | BJ | BR | BS | CD | CI | CM | CU | DE | FM | FR | GA | GB | GH | GN | GQ | GW | HN | HR | ID | IN | KE | LK | LR | MG | NG | PA | PF | PH | PR | SL | SR | ST | TH | TT | TZ | US | VN | ZA,162,162,medium,wfo-0000947985,Elaeis guineensis,https://www.worldfloraonline.org/taxon/wfo-0000947985,"Africa East Tropical Africa Kenya | Africa | East Tropical Africa | Kenya | Tanzania | Uganda | Northeast Tropical Africa Chad | Northeast Tropical Africa | Chad | Sudan | South Tropical Africa Angola | South Tropical Africa | Angola | Malawi | Mozambique | West Tropical Africa Benin | West Tropical Africa | Benin | Gambia, The | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Nigeria | Senegal | Sierra Leone | Togo | West-Central Tropical Africa Cameroon | West-Central Tropical Africa | Cameroon | Central African Republic | Congo | Gabon | Gulf of Guinea Is. | Zaire",Ancient Rome | Ghana | Tanzania | Uganda | Indonesia | Russia | Sudan | United States | Malawi | Mozambique | Netherlands | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Costa Rica | Nigeria | Senegal | Sierra Leone | Togo | Canada | Cameroon | United Kingdom | Central African Republic | United Arab Emirates | Angola | Zambia | Republic of the Congo | Democratic Republic of the Congo | Gabon | Djibouti | Zaire,Angola | Benin | Cameroon | Central African Republic | Chad | Congo | DR Congo | Gabon | Gambia | Ghana | Guinea | Guinea-Bissau | Gulf of Guinea Is. | Ivory Coast | Kenya | Liberia | Malawi | Mozambique,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A666802-1,urn:lsid:ipni.org:names:666802-1,
Elettaria ensal (Gaertn.) Abeyw.,EXACT,100,Elettaria ensal,Elettaria ensal,Elettaria ensal (Gaertn.) Abeyw.,2759860,Elettaria cardamomum subsp. zeylanicum J.Pereira | Elettaria cardamomum var. major Thwaites | Elettaria major Sm.,,,Sri Lanka,LK,1,1,very_low,wfo-0000406519,Elettaria ensal,https://www.worldfloraonline.org/taxon/wfo-0000406519,,,Sri Lanka,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A872401-1,urn:lsid:ipni.org:names:872401-1,
Epidendum ciliare L.,FUZZY,96,Epidendrum ciliare,Epidendrum ciliare,Epidendrum ciliare L.,5320796,Epidendrum ciliare var. cuspidatum (G.Lodd.) Lindl. | Epidendrum ciliare var. minor Stein | Epidendrum ciliare var. typicum Stehlé | Epidendrum ciliare var. viscidum (Lindl.) Lindl. | Epidendrum cuspidatum G.Lodd. | Epidendrum cuspidatum var. brachysepalum Rchb.f. | Epidendrum luteum Planch. | Epidendrum sanctalucianum H.G.Jones | Epidendrum viscidum Lindl.,Eyelash Orchid,Christmas Orchid | Eyelash Orchid | Fringed Star Orchid | Lady's Lash Orchid,Brazil | Mexico | Nicaragua,BR | MX | NI,44,44,low,wfo-0000949799,Epidendrum ciliare,https://www.worldfloraonline.org/taxon/wfo-0000949799,Northern America Mexico Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Northwest | Mexico Southeast | Mexico Southwest | Southern America Brazil Brazil North | Amapí | Amazonas | Parí | Brazil Northeast | Ceará | Maranh | Caribbean Leeward Is. | Puerto Rico | Trinidad-Tobago | Venezuelan Antilles | Windward Is. | Central America Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Guyana | Suriname | Venezuela | Western South America Bolivia | Colombia | Ecuador | Peru | Auliza ciliaris (L.) Salisb. | Coilostylis ciliaris (L.) Withner & P.A.Harding | Coilostylis cuspidata (G.Lodd.) Withner & P.A.Harding | Coilostylis emarginata Raf. | Encyclia ciliaris (L.) A.Lemée | Epidendrum ciliare var. cuspidatum (G.Lodd.) Lindl. | Epidendrum ciliare var. minor Stein | Epidendrum ciliare var. typicum Stehlé | Epidendrum ciliare var. viscidum (Lindl.) Lindl. | Epidendrum cuspidatum G.Lodd. | Epidendrum cuspidatum var. brachysepalum Rchb.f. | Epidendrum luteum Planch. | Epidendrum sanctalucianum H.G.Jones | Epidendrum viscidum Lindl. | Phaedrosanthus ciliaris (L.) Kuntze | Northern America | Mexico | Mexico Central | Southern America | Brazil | Brazil North | Caribbean | Leeward Is. | Central America | Belize | Northern South America | French Guiana | Western South America | Bolivia | Synonyms | Auliza ciliaris | (L.) Salisb. | Coilostylis ciliaris | (L.) Withner & P.A.Harding | Coilostylis cuspidata | (G.Lodd.) Withner & P.A.Harding | Coilostylis emarginata | Raf. | Encyclia ciliaris | (L.) A.Lemée | Epidendrum ciliare var. cuspidatum | (G.Lodd.) Lindl. | Epidendrum ciliare var. minor | Stein | Epidendrum ciliare var. typicum | Stehlé | Epidendrum ciliare var. viscidum | (Lindl.) Lindl. | Epidendrum cuspidatum | G.Lodd. | Epidendrum cuspidatum var. brachysepalum | Rchb.f. | Epidendrum luteum | Planch. | Epidendrum sanctalucianum | H.G.Jones | Epidendrum viscidum | Lindl. | Phaedrosanthus ciliaris | (L.) Kuntze,Brazil | Venezuela | Mexico | United States | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Cuba | Guyana | Suriname | Kingdom of the Netherlands | Netherlands | Colombia | Ecuador | Chile | Peru | United Kingdom | Angola | France | Switzerland,Belize | Bolivia | Brazil North | Brazil Northeast | Colombia | Costa Rica | Ecuador | El Salvador | French Guiana | Guatemala | Guyana | Honduras | Leeward Is. | Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Northwest,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A631578-1,urn:lsid:ipni.org:names:631578-1,
Epiphyllum anguliger (Lem.) G.Don,EXACT,100,Epiphyllum anguliger,Epiphyllum anguliger,Epiphyllum anguliger (Lem.) G.Don,7673570,,Fishbone Cactus,Fishbone Cactus | Moon Cactus | Queen of the Night,,,0,0,none,wfo-0000670149,Epiphyllum anguliger,https://www.worldfloraonline.org/taxon/wfo-0000670149,,,,https://powo.science.kew.org/results?q=Epiphyllum%20anguliger,,not_found
Epiphyllum chrysocardium Alex.,EXACT,100,Epiphyllum chrysocardium,Epiphyllum chrysocardium,Epiphyllum chrysocardium Alexander,5621256,,,,,,0,0,none,wfo-0000670160,Epiphyllum chrysocardium,https://www.worldfloraonline.org/taxon/wfo-0000670160,,,Mexico Southeast,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A92713-2,urn:lsid:ipni.org:names:92713-2,
Epiphyllum oxypetalum (DC.) Haw.,EXACT,100,Epiphyllum oxypetalum,Epiphyllum oxypetalum,Epiphyllum oxypetalum (DC.) Haw.,5384031,Epiphyllum acuminatum K.Schum. | Epiphyllum grande (Lem.) Britton & Rose | Epiphyllum latifrons (Zucc.) Pfeiff. | Epiphyllum oxypetalum var. purpusii (Weing.) Backeb. | Epiphyllum purpusii (Weing.) F.M.Knuth,Dutchman's Pipe Cactus,Dutchman's Pipe Cactus | Dutchman's-pipe cactus | tan hua,,,0,0,none,wfo-0000670203,Epiphyllum oxypetalum,https://www.worldfloraonline.org/taxon/wfo-0000670203,,,"Belize | El Salvador | Guatemala | Honduras | Mexico Central | Mexico Gulf | Mexico Southeast | Mexico Southwest | Nicaragua
Introduced into:
Brazil Northeast | Brazil South | Brazil Southeast | China South-Central | Cuba | Dominican Republic | Leeward Is.",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A132938-1,urn:lsid:ipni.org:names:132938-1,
Erythroxylum coca Lam,EXACT,100,Erythroxylum coca,Erythroxylum coca,Erythroxylum coca Lam.,2873939,Erythroxylum bolivianum Burck | Erythroxylum chilpei E.Machado | Erythroxylum peruvianum Mitch. & Pascal | Erythroxylum peruvianum Mitch. & Pascal ex Steud.,Coca,Coca,Austria | Bolivia (Plurinational State of) | Brazil | China | Colombia | Germany | Peru | Sri Lanka,AT | BO | BR | CN | CO | DE | LK | PE,90,90,medium,wfo-0000679758,Erythroxylum coca,https://www.worldfloraonline.org/taxon/wfo-0000679758,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,United States | Cuba | Colombia | Ecuador | Chile | Peru,"Bolivia | Brazil North | Colombia | Ecuador | Peru
Introduced into:
Assam | Cameroon | Caroline Is. | Guinea-Bissau | Gulf of Guinea Is. | Kazan-retto | Tanzania
Accepted Infraspecifics
Includes 2 Accepted Infraspecifics
KB
Erythroxylum coca
var.
coca
Erythroxylum coca
var.
ipadu
Plowman
Classification
Kingdom
Plantae
Phylum
Streptophyta
Class
Equisetopsida
Subclass",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A330132-2,urn:lsid:ipni.org:names:330132-2,
Euphorbia leuconeura Boiss,EXACT,100,Euphorbia leuconeura,Euphorbia leuconeura,Euphorbia leuconeura Boiss.,3066177,Euphorbia fournieri Rebut,,,,,0,0,none,wfo-0000963021,Euphorbia leuconeura,https://www.worldfloraonline.org/taxon/wfo-0000963021,Africa Western Indian Ocean Madagascar | Euphorbia fournieri Rebut | Africa | Western Indian Ocean | Madagascar | Synonyms | Euphorbia fournieri | Rebut,Ancient Rome | Madagascar | Cameroon,Madagascar,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A347109-1,urn:lsid:ipni.org:names:347109-1,
Euterpe oleracea Mart.,EXACT,100,Euterpe oleracea,Euterpe oleracea,Euterpe oleracea Mart.,5293398,Euterpe badiocarpa Barb.Rodr. | Euterpe beardii L.H.Bailey | Euterpe brasiliana Oken | Euterpe cuatrecasana Dugand | Euterpe cuatrecasasiana Dugand,Assai Palm,Assai Palm,Brazil | Colombia | Ecuador,BR | CO | EC,147,147,medium,wfo-0000965687,Euterpe oleracea,https://www.worldfloraonline.org/taxon/wfo-0000965687,Southern America Brazil Brazil North | Amapí | Parí | Tocantins | Brazil Northeast | Maranh | Goiás | Caribbean Trinidad-Tobago | Northern South America French Guiana | Guyana | Suriname | Venezuela | Western South America Colombia | Ecuador | Catis martiana O.F.Cook | Euterpe badiocarpa Barb.Rodr. | Euterpe beardii L.H.Bailey | Euterpe brasiliana Oken | Euterpe cuatrecasana Dugand | Euterpe cuatrecasasiana Dugand | Southern America | Brazil | Brazil North | Caribbean | Trinidad-Tobago | Northern South America | French Guiana | Western South America | Colombia | Synonyms | Catis martiana | O.F.Cook | Euterpe badiocarpa | Barb.Rodr. | Euterpe beardii | L.H.Bailey | Euterpe brasiliana | Oken | Euterpe cuatrecasana | Dugand | Euterpe cuatrecasasiana | Other Local Names | Name | Language | Country | Açai | Portuguese,Brazil | Guyana | Suriname | Kingdom of the Netherlands | Netherlands | Venezuela | Ecuador | Chile | United States | United Kingdom | France | Colombia | Germany | Zambia | Portugal | Spain,Brazil North | Brazil Northeast | Colombia | Ecuador | French Guiana | Guyana | Suriname | Trinidad-Tobago,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A666941-1,urn:lsid:ipni.org:names:666941-1,
Ficus benghalensis L.,EXACT,100,Ficus benghalensis,Ficus benghalensis,Ficus benghalensis L.,5361919,Ficus banyana Oken | Ficus benghalensis var. benghalensis | Ficus benghalensis var. krishnae (C.DC.) C.DC. | Ficus chauvieri G.Nicholson | Ficus chauvieri Rob. | Ficus cotoneifolia Vahl | Ficus cotonifolia Stokes | Ficus crassinervia Hort.Berol. | Ficus crassinervia Hort.Berol. ex Kunth & C.D.Bouché | Ficus indica L. | Ficus karet Baill. | Ficus lancifolia Moench | Ficus lasiophylla Link | Ficus procera Salisb. | Ficus umbrosa Salisb.,Bengal fig,Bengal banyan | Bengal fig | Bot | East Indian figtree | Indian Banyan,Australia | India | Myanmar | United States of America,AU | IN | MM | US,7,7,very_low,wfo-0000687501,Ficus benghalensis,https://www.worldfloraonline.org/taxon/wfo-0000687501,Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Laccadive Is. | Maldives | Nepal | Pakistan | Sri Lanka | Indo-China Andaman Is. | Indo-China | Andaman Is.,Cameroon | Bangladesh | India | Moldova | Maldives | Nepal | Sri Lanka,"Assam | Bangladesh | East Himalaya | India | Laccadive Is. | Maldives | Nepal | Pakistan | Sri Lanka
Introduced into:
Afghanistan | Andaman Is. | Chagos Archipelago | Florida | Gilbert Is. | Iran | Jamaica | Laos | Marianas",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A852482-1,urn:lsid:ipni.org:names:852482-1,
Ficus cyathistipula Warb,EXACT,100,Ficus cyathistipula,Ficus cyathistipula,Ficus cyathistipula Warb.,7262354,,likumo,kimbale | likumo,,,0,0,none,wfo-0000688019,Ficus cyathistipula,https://www.worldfloraonline.org/taxon/wfo-0000688019,Africa East Tropical Africa Kenya | Tanzania | Uganda | Northeast Tropical Africa Sudan | South Tropical Africa Angola | Malawi | Zambia | West Tropical Africa Benin | Ghana | Guinea | Ivory Coast | Liberia | Togo | West-Central Tropical Africa Burundi | Cameroon | Central African Republic | Congo | Gabon | Rwanda | Zaire | Ficus cyathistipula subsp. pringsheimiana (Braun & K.Schum.) C.C.Berg | Ficus callescens Hiern | Ficus nyanzensis Hutch. | Ficus rederi Hutch. | Ficus rhynchocarpa Warb. ex Mildbr. & Burret | Africa | East Tropical Africa | Kenya | Northeast Tropical Africa | Sudan | South Tropical Africa | Angola | West Tropical Africa | Benin | West-Central Tropical Africa | Burundi | Included Subspecies | Ficus cyathistipula subsp. pringsheimiana | (Braun & K.Schum.) C.C.Berg | Synonyms | Ficus callescens | Hiern | Ficus nyanzensis | Hutch. | Ficus rederi | Ficus rhynchocarpa | Warb. ex Mildbr. & Burret,Tanzania | Uganda | Indonesia | Malawi | Zambia | Ghana | Guinea | Ivory Coast | Liberia | Costa Rica | Togo | Canada | United States | Cameroon | United Kingdom | Central African Republic | United Arab Emirates | Angola | Republic of the Congo | Democratic Republic of the Congo | Gabon | Djibouti | Rwanda | Zaire | Ancient Rome | Sudan | Netherlands | Burundi,Angola | Benin | Burundi | Cameroon | Central African Republic | Congo | DR Congo | Gabon | Ghana | Guinea | Ivory Coast | Kenya | Liberia | Malawi | Rwanda | Sudan-South Sudan | Tanzania | Togo,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A852705-1,urn:lsid:ipni.org:names:852705-1,
Ficus elastica Roxb. ex Hornem. 'De la Rouche',EXACT,95,Ficus elastica,Ficus elastica,Ficus elastica Roxb. ex Hornem.,5361903,,India rubber tree,India rubber fig | India rubber tree | Indian Rubber Fig | Indian rubberplant | Indian rubbertree | atta bor | figueira-indiana,India | Indonesia | Papua New Guinea | Philippines | Spain | Vanuatu,ES | ID | IN | PG | PH | VU,6,6,very_low,wfo-0000688216,Ficus elastica,https://www.worldfloraonline.org/taxon/wfo-0000688216,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | Nepal | Indo-China Laos | Indo-China | Laos | Myanmar | Thailand | Vietnam | Malesia Jawa | Malesia | Jawa | Malaya | Sumatera,United States | Cameroon | Bangladesh | Nepal | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Czech Republic | Russia,"Assam | Bangladesh | China South-Central | East Himalaya | Jawa | Laos | Malaya | Myanmar | Nepal | Sumatera | Thailand | Vietnam
Introduced into:
Andaman Is. | Bahamas | Cameroon | Caroline Is. | Comoros | Cuba",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A60458499-2,urn:lsid:ipni.org:names:60458499-2,
Ficus elastica Roxb. ex Hornem. 'Melani',EXACT,95,Ficus elastica,Ficus elastica,Ficus elastica Roxb. ex Hornem.,5361903,,India rubber tree,India rubber fig | India rubber tree | Indian Rubber Fig | Indian rubberplant | Indian rubbertree | atta bor | figueira-indiana,India | Indonesia | Papua New Guinea | Philippines | Spain | Vanuatu,ES | ID | IN | PG | PH | VU,6,6,very_low,wfo-0000688216,Ficus elastica,https://www.worldfloraonline.org/taxon/wfo-0000688216,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | Nepal | Indo-China Laos | Indo-China | Laos | Myanmar | Thailand | Vietnam | Malesia Jawa | Malesia | Jawa | Malaya | Sumatera,United States | Cameroon | Bangladesh | Nepal | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Czech Republic | Russia,"Assam | Bangladesh | China South-Central | East Himalaya | Jawa | Laos | Malaya | Myanmar | Nepal | Sumatera | Thailand | Vietnam
Introduced into:
Andaman Is. | Bahamas | Cameroon | Caroline Is. | Comoros | Cuba",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A60458499-2,urn:lsid:ipni.org:names:60458499-2,
Ficus lyrata Warb.,EXACT,100,Ficus lyrata,Ficus lyrata,Ficus lyrata Warb.,5361899,Ficus jollyana A.Chev. | Ficus pandurata Sander,Fiddleleaf Fig,Fiddleleaf Fig | banjo fig | fiddle-leaf fig | lyre-leaf figtree | fiddle leaf fig,,,0,0,none,wfo-0001084874,Ficus lyrata,https://www.worldfloraonline.org/taxon/wfo-0001084874,Africa West Tropical Africa Benin | Africa | West Tropical Africa | Benin | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Nigeria | Sierra Leone | Togo | West-Central Tropical Africa Cameroon | West-Central Tropical Africa | Cameroon | Gabon,Ancient Rome | Netherlands | Ghana | Tanzania | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Costa Rica | Nigeria | Sierra Leone | Togo | Canada | United States | Cameroon | United Kingdom | Gabon | Djibouti,"Benin | Cameroon | Gabon | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Nigeria | Sierra Leone | Togo
Introduced into:
Canary Is. | El Salvador",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A853158-1,urn:lsid:ipni.org:names:853158-1,
Ficus obliqua Forst.,EXACT,100,Ficus obliqua,Ficus obliqua,Ficus obliqua G.Forst.,7262513,"Ficus aphanoneura Warb. | Ficus backhousei (Miq.) Miq. | Ficus boothiana Miq. | Ficus elegans (Miq.) Miq. | Ficus eugenioides (Miq.) F.Muell. ex Miq. | Ficus eugenioides (Miq.) F.Muell., 1867 | Ficus graeffii Warb. | Ficus laevis Desf. | Ficus obliqua var. petiolaris (Benth.) Corner | Ficus platypoda var. petiolaris Benth. | Ficus tryonii F.M.Bailey | Ficus virginea Banks & Sol. | Ficus virginea Banks & Sol. ex Hiern",small-leaf fig,small-leaf fig,Australia | Fiji | Papua New Guinea | Tonga | Vanuatu,AU | FJ | PG | TO | VU,85,85,medium,wfo-0000689487,Ficus obliqua,https://www.worldfloraonline.org/taxon/wfo-0000689487,Asia-Tropical Malesia Maluku | Papuasia Bismarck Archipelago | New Guinea | Solomon Is. | Australasia Australia New South Wales | Queensland | Western Australia | Pacific Southwestern Pacific Fiji | New Caledonia | Niue | Samoa | Tonga | Vanuatu | Wallis-Futuna Is. | Ficus aphanoneura Warb. | Ficus backhousei (Miq.) Miq. | Ficus booshiana Miq. | Ficus boothiana Miq. | Ficus eugenioides (Miq.) F.Muell. ex Miq. | Ficus graeffei Warb. | Ficus laevis Desf. | Ficus tryonii F.M.Bailey | Ficus virginea Banks & Sol. ex Hiern | Urostigma backhousei Miq. | Urostigma eugenioides Miq. | Urostigma obliquum Miq. | Asia-Tropical | Malesia | Maluku | Papuasia | Bismarck Archipelago | Australasia | Australia | New South Wales | Pacific | Southwestern Pacific | Fiji | Synonyms | Ficus aphanoneura | Warb. | Ficus backhousei | (Miq.) Miq. | Ficus booshiana | Miq. | Ficus boothiana | Ficus eugenioides | (Miq.) F.Muell. ex Miq. | Ficus graeffei | Ficus laevis | Desf. | Ficus tryonii | F.M.Bailey | Ficus virginea | Banks & Sol. ex Hiern | Urostigma backhousei | Urostigma eugenioides | Urostigma obliquum,Indonesia | Australia | United States | France | Canada | Niue | Samoa | Tonga | Vanuatu | Singapore | Timor-Leste | Malaysia | Myanmar | Democratic Republic of the Congo | Papua New Guinea | New Zealand | Solomon Islands | Cuba | Saudi Arabia,"International Plant Names Index Nomenclatural data for the scientific names of vascular plants | International Plant Names Index | Nomenclatural data for the scientific names of vascular plants | Tree of Life Explorer A comprehensive evolutionary tree of life for flowering plants | Tree of Life Explorer | A comprehensive evolutionary tree of life for flowering plants | Medicinal Plant Names Services A global database of names used for herbal drugs, products and medicinal plants | Medicinal Plant Names Services | A global database of names used for herbal drugs | products and medicinal plants | Plant DNA C-values Database Genome size (C-value) data for >12,000 plant and algal species | Plant DNA C-values Database | Genome size (C-value) data for >12 | 000 plant and algal species | Tropical Important Plant Areas Discover more about critical sites for plant diversity in the tropics | Tropical Important Plant Areas | Discover more about critical sites for plant diversity in the tropics | Featured Tree of Life Explorer Discover the flowering plant tree of life and the genomic data used to build it. | Featured | Discover the flowering plant tree of life and the genomic data used to build it. | Let us know what you think! | Ficus obliqua | Miq. | First published in H.Zollinger | Syst. Verz. Ind. Archip. 2: 92 (1854) | nom. illeg. | This name is a synonym of | Ficus melinocarpa",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A853303-1,urn:lsid:ipni.org:names:853303-1,
