input_name,gbif_matchType,gbif_confidence,gbif_matched_scientificName,gbif_matched_canonicalName,gbif_matched_usageKey,gbif_accepted_usageKey,gbif_accepted_taxonomicStatus,gbif_accepted_hops,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_synonyms,gbif_synonym_count,gbif_synonyms_same_species,gbif_synonyms_same_species_count,gbif_synonyms_same_genus,gbif_synonyms_same_genus_count,gbif_english_name,gbif_english_names,gbif_english_name_count
Passiflora foetida L.,EXACT,100,Passiflora foetida L.,Passiflora foetida,2874211,2874211,ACCEPTED,0,Passiflora foetida,Passiflora foetida,Passiflora foetida L.,Passiflora foetida L. | Decaloba obscura (Lindl.) M.Roem. | Dysosmia fluminensis M.Roem. | Dysosmia foetida (L.) M.Roem. | Dysosmia hircina Sweet | Dysosmia hircina Sweet ex M.Roem. | Dysosmia polyadena (Vell.) M.Roem. | Granadilla foetida (L.) Gaertn. | Passiflora balansae Chodat | Passiflora ciliata var. polyadena Griseb. | Passiflora foetida Vell. | Passiflora foetida f. glabra A.Fern. & R.Fern. | Passiflora foetida f. latifolia Kuntze | Passiflora foetida f. suberecta Chodat & Hassl. | Passiflora foetida subsp. polyadena (Griseb.) Borhidi | Passiflora foetida var. ellisonii Vanderpl. | Passiflora foetida var. fluminensis (M.Roem.) Killip | Passiflora foetida var. gardneri Killip | Passiflora foetida var. glaziovii Killip | Passiflora foetida var. gossypiifolia Kuntze | Passiflora foetida var. longipedunculata Killip | Passiflora foetida var. muralis (Barb.Rodr.) Killip | Passiflora foetida var. pectinata Holtze | Passiflora foetida var. polyadena (Griseb.) Killip | Passiflora foetida var. polyadenia (Griseb.) Killip | Passiflora foetida var. sericea Chodat & Hassl. | Passiflora foetida var. tainaniana Y.C.Liu & C.H.Ou | Passiflora hermannii DC. | Passiflora muralis Barb.Rodr. | Passiflora obscura Lindl. | Passiflora polyadena Vell. | Passiflora variegata Mill. | Tripsilina foetida (L.) Raf.,33,Passiflora foetida L. | Dysosmia foetida (L.) M.Roem. | Granadilla foetida (L.) Gaertn. | Passiflora foetida Vell. | Passiflora foetida f. glabra A.Fern. & R.Fern. | Passiflora foetida f. latifolia Kuntze | Passiflora foetida f. suberecta Chodat & Hassl. | Passiflora foetida subsp. polyadena (Griseb.) Borhidi | Passiflora foetida var. ellisonii Vanderpl. | Passiflora foetida var. fluminensis (M.Roem.) Killip | Passiflora foetida var. gardneri Killip | Passiflora foetida var. glaziovii Killip | Passiflora foetida var. gossypiifolia Kuntze | Passiflora foetida var. longipedunculata Killip | Passiflora foetida var. muralis (Barb.Rodr.) Killip | Passiflora foetida var. pectinata Holtze | Passiflora foetida var. polyadena (Griseb.) Killip | Passiflora foetida var. polyadenia (Griseb.) Killip | Passiflora foetida var. sericea Chodat & Hassl. | Passiflora foetida var. tainaniana Y.C.Liu & C.H.Ou | Tripsilina foetida (L.) Raf.,21,Passiflora foetida L. | Passiflora balansae Chodat | Passiflora ciliata var. polyadena Griseb. | Passiflora foetida Vell. | Passiflora foetida f. glabra A.Fern. & R.Fern. | Passiflora foetida f. latifolia Kuntze | Passiflora foetida f. suberecta Chodat & Hassl. | Passiflora foetida subsp. polyadena (Griseb.) Borhidi | Passiflora foetida var. ellisonii Vanderpl. | Passiflora foetida var. fluminensis (M.Roem.) Killip | Passiflora foetida var. gardneri Killip | Passiflora foetida var. glaziovii Killip | Passiflora foetida var. gossypiifolia Kuntze | Passiflora foetida var. longipedunculata Killip | Passiflora foetida var. muralis (Barb.Rodr.) Killip | Passiflora foetida var. pectinata Holtze | Passiflora foetida var. polyadena (Griseb.) Killip | Passiflora foetida var. polyadenia (Griseb.) Killip | Passiflora foetida var. sericea Chodat & Hassl. | Passiflora foetida var. tainaniana Y.C.Liu & C.H.Ou | Passiflora hermannii DC. | Passiflora muralis Barb.Rodr. | Passiflora obscura Lindl. | Passiflora polyadena Vell. | Passiflora variegata Mill.,25,Killip,Corona di La Birgen | Fetid passionflower | Killip | Korona di la Birgen | Koronashon | Maraca,6
Passiflora incarnata L.,EXACT,100,Passiflora incarnata L.,Passiflora incarnata,2874218,2874218,ACCEPTED,0,Passiflora incarnata,Passiflora incarnata,Passiflora incarnata L.,Passiflora incarnata L. | Granadilla incarnata (L.) Medik. | Passiflora edulis var. keri (Spreng.) Mast. | Passiflora incarnata f. alba Waterf. | Passiflora incarnata var. integriloba DC. | Passiflora incarnata var. major Sweet | Passiflora keri Spreng. | Passiflora rigidula J.Jacq.,8,Passiflora incarnata L. | Granadilla incarnata (L.) Medik. | Passiflora incarnata f. alba Waterf. | Passiflora incarnata var. integriloba DC. | Passiflora incarnata var. major Sweet,5,Passiflora incarnata L. | Passiflora edulis var. keri (Spreng.) Mast. | Passiflora incarnata f. alba Waterf. | Passiflora incarnata var. integriloba DC. | Passiflora incarnata var. major Sweet | Passiflora keri Spreng. | Passiflora rigidula J.Jacq.,7,maypop,Purple Passionflower | apricot-vine | maypop | maypop passionflower | passionflower,5
Passiflora quadrangularis L.,EXACT,100,Passiflora quadrangularis L.,Passiflora quadrangularis,2874183,2874183,ACCEPTED,0,Passiflora quadrangularis,Passiflora quadrangularis,Passiflora quadrangularis L.,Passiflora quadrangularis L. | Granadilla quadrangularis (L.) Medik. | Passiflora grandiflora Salisb. | Passiflora hexangularis Raeusch. | Passiflora hullettii Mast. | Passiflora macrocarpa Mast. | Passiflora macrocarpa W.Thomps. | Passiflora macroceps Mast. | Passiflora quadrangularis Triana & Planch. | Passiflora quadrangularis var. acubifolia Van Geert | Passiflora quadrangularis var. alata Ewbank | Passiflora quadrangularis var. decaisneana Pritz. | Passiflora quadrangularis var. sulcata (Jacq.) DC. | Passiflora quadrangularis var. variegata Veitch | Passiflora sulcata Jacq. | Passiflora tetragona M.Roem.,16,Passiflora quadrangularis L. | Granadilla quadrangularis (L.) Medik. | Passiflora quadrangularis Triana & Planch. | Passiflora quadrangularis var. acubifolia Van Geert | Passiflora quadrangularis var. alata Ewbank | Passiflora quadrangularis var. decaisneana Pritz. | Passiflora quadrangularis var. sulcata (Jacq.) DC. | Passiflora quadrangularis var. variegata Veitch,8,Passiflora quadrangularis L. | Passiflora grandiflora Salisb. | Passiflora hexangularis Raeusch. | Passiflora hullettii Mast. | Passiflora macrocarpa Mast. | Passiflora macrocarpa W.Thomps. | Passiflora macroceps Mast. | Passiflora quadrangularis Triana & Planch. | Passiflora quadrangularis var. acubifolia Van Geert | Passiflora quadrangularis var. alata Ewbank | Passiflora quadrangularis var. decaisneana Pritz. | Passiflora quadrangularis var. sulcata (Jacq.) DC. | Passiflora quadrangularis var. variegata Veitch | Passiflora sulcata Jacq. | Passiflora tetragona M.Roem.,15,Giant Granadilla,Barbadini | Giant Granadilla,2
Passiflora x violacea 'Atropurpurea',EXACT,85,Passiflora × violacea Loisel.,Passiflora violacea,7152266,7152266,ACCEPTED,0,Passiflora violacea,Passiflora violacea,Passiflora ×violacea Loisel.,Passiflora × violacea Loisel. | Passiflora caerulea var. caeruleoracemosa G.Don | Passiflora caeruleo-racemosa Sabine | Passiflora hybrida Nees & Sinning | Passiflora ×hybrida F.Dietr. | Passiflora ×sanguinea Colla,6,,0,Passiflora × violacea Loisel. | Passiflora caerulea var. caeruleoracemosa G.Don | Passiflora caeruleo-racemosa Sabine | Passiflora hybrida Nees & Sinning | Passiflora ×hybrida F.Dietr. | Passiflora ×sanguinea Colla,6,Violet passionflower,Violet passionflower,1
Phyllanthus inflatus Hutch,EXACT,100,Phyllanthus inflatus Hutch.,Phyllanthus inflatus,5381231,5381231,ACCEPTED,0,Phyllanthus inflatus,Phyllanthus inflatus,Phyllanthus inflatus Hutch.,Phyllanthus inflatus Hutch.,1,Phyllanthus inflatus Hutch.,1,Phyllanthus inflatus Hutch.,1,,,0
Phyllanthus reticulatus Poir.,EXACT,100,Phyllanthus reticulatus Poir.,Phyllanthus reticulatus,5382478,5382478,ACCEPTED,0,Phyllanthus reticulatus,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,Phyllanthus reticulatus Poir. | Anisonema dubium Blume | Anisonema intermedium Decne. | Anisonema jamaicense (Griseb.) Griseb. | Anisonema multiflorum (Baill.) Wight | Anisonema puberulum Baill. | Anisonema reticulatum (Poir.) A.Juss. | Anisonema wrightianum Baill. | Anisonema zollingeri Miq. | Cicca decandra Blanco | Cicca reticulata (Poir.) Kurz | Diasperus multiflorus (Baill.) Kuntze | Diasperus reticulatus (Poir.) Kuntze | Kirganelia dubia (Blume) Baill. | Kirganelia intermedia (Decne.) Baill. | Kirganelia lineata Alston | Kirganelia multiflora Baill. | Kirganelia multiflora var. glabra Thwaites | Kirganelia prieuriana Baill. | Kirganelia prieuriana var. glabra (Thwaites) Baill. | Kirganelia puberula Baill. | Kirganelia reticulata (Poir.) Baill. | Kirganelia reticulata (Poir.) Gamble | Kirganelia sinensis Baill. | Kirganelia wightiana Baill. | Melanthesa oblongifolia Oken | Phyllanthus alaternoides Rchb. | Phyllanthus alaternoides Rchb. ex Baill. | Phyllanthus chamissonis Klotzsch | Phyllanthus dalbergioides (Müll.Arg.) Wall. ex J.J.Sm. | Phyllanthus depressus Buch.-Ham. | Phyllanthus depressus Buch.-Ham. ex Dillwyn | Phyllanthus griseus Benth. | Phyllanthus griseus Wall. | Phyllanthus jamaicensis Griseb. | Phyllanthus microcarpus var. dalbergioides Müll.Arg. | Phyllanthus microcarpus var. pallidus Müll.Arg. | Phyllanthus multiflorus Willd. | Phyllanthus oblongifolius Pax | Phyllanthus pentandrus Roxb. | Phyllanthus pentandrus Roxb. ex Thwaites | Phyllanthus prieurianus (Baill.) Müll.Arg. | Phyllanthus prieurianus var. glaber (Baill.) Müll.Arg. | Phyllanthus puberulus Miq. | Phyllanthus puberulus Miq. ex Baill. | Phyllanthus pulchellus A.Juss. | Phyllanthus reticulatus subsp. glaber (Thwaites) Müll.Arg. | Phyllanthus reticulatus var. glaber (Thwaites) Müll.Arg. | Phyllanthus reticulatus var. reticulatus | Phyllanthus scandens Roxb. | Phyllanthus scandens Roxb. ex Dillwyn | Phyllanthus sinensis Müll.Arg. | Phyllanthus sinensis var. dalbergioides Müll.Arg. | Phyllanthus spinescens Benth. | Phyllanthus spinescens Wall. | Phyllanthus takaoensis Hayata,56,Phyllanthus reticulatus Poir. | Diasperus reticulatus (Poir.) Kuntze | Phyllanthus reticulatus subsp. glaber (Thwaites) Müll.Arg. | Phyllanthus reticulatus var. glaber (Thwaites) Müll.Arg. | Phyllanthus reticulatus var. reticulatus,5,Phyllanthus reticulatus Poir. | Phyllanthus alaternoides Rchb. | Phyllanthus alaternoides Rchb. ex Baill. | Phyllanthus chamissonis Klotzsch | Phyllanthus dalbergioides (Müll.Arg.) Wall. ex J.J.Sm. | Phyllanthus depressus Buch.-Ham. | Phyllanthus depressus Buch.-Ham. ex Dillwyn | Phyllanthus griseus Benth. | Phyllanthus griseus Wall. | Phyllanthus jamaicensis Griseb. | Phyllanthus microcarpus var. dalbergioides Müll.Arg. | Phyllanthus microcarpus var. pallidus Müll.Arg. | Phyllanthus multiflorus Willd. | Phyllanthus oblongifolius Pax | Phyllanthus pentandrus Roxb. | Phyllanthus pentandrus Roxb. ex Thwaites | Phyllanthus prieurianus (Baill.) Müll.Arg. | Phyllanthus prieurianus var. glaber (Baill.) Müll.Arg. | Phyllanthus puberulus Miq. | Phyllanthus puberulus Miq. ex Baill. | Phyllanthus pulchellus A.Juss. | Phyllanthus reticulatus subsp. glaber (Thwaites) Müll.Arg. | Phyllanthus reticulatus var. glaber (Thwaites) Müll.Arg. | Phyllanthus reticulatus var. reticulatus | Phyllanthus scandens Roxb. | Phyllanthus scandens Roxb. ex Dillwyn | Phyllanthus sinensis Müll.Arg. | Phyllanthus sinensis var. dalbergioides Müll.Arg. | Phyllanthus spinescens Benth. | Phyllanthus spinescens Wall. | Phyllanthus takaoensis Hayata,31,Potato bush,Potato bush | potato-bush,2
Pilea involucrata (Sims) C.H.Wright & Dewar 'Moon Walley',EXACT,96,Pilea involucrata (Sims) C.H.Wright & Dewar,Pilea involucrata,7698424,5669908,ACCEPTED,1,Pilea ovalis,Pilea ovalis,Pilea ovalis Griseb.,"Pilea involucrata (Sims) C.H.Wright & Dewar | Adicea chrysospleniodes (Wedd.) Kuntze | Adicea chrysosplenioides (Wedd.) Kuntze | Adicea ovalis (Griseb.) Kuntze | Pilea chrysosplenioides Wedd. | Pilea grossocrenata Miq., 1830 | Pilea involucrata (Sims) Small | Pilea litoralis Urb. | Pilea pubescens var. involucrata (Sims) Wedd. | Urtica involucrata Sims | Urtica simsii Voigt",11,Adicea ovalis (Griseb.) Kuntze,1,"Pilea involucrata (Sims) C.H.Wright & Dewar | Pilea chrysosplenioides Wedd. | Pilea grossocrenata Miq., 1830 | Pilea involucrata (Sims) Small | Pilea litoralis Urb. | Pilea pubescens var. involucrata (Sims) Wedd.",6,,,0
Pilea involucrata (Sims) C.H.Wright & Dewar 'Norfolk',EXACT,96,Pilea involucrata (Sims) C.H.Wright & Dewar,Pilea involucrata,7698424,5669908,ACCEPTED,1,Pilea ovalis,Pilea ovalis,Pilea ovalis Griseb.,"Pilea involucrata (Sims) C.H.Wright & Dewar | Adicea chrysospleniodes (Wedd.) Kuntze | Adicea chrysosplenioides (Wedd.) Kuntze | Adicea ovalis (Griseb.) Kuntze | Pilea chrysosplenioides Wedd. | Pilea grossocrenata Miq., 1830 | Pilea involucrata (Sims) Small | Pilea litoralis Urb. | Pilea pubescens var. involucrata (Sims) Wedd. | Urtica involucrata Sims | Urtica simsii Voigt",11,Adicea ovalis (Griseb.) Kuntze,1,"Pilea involucrata (Sims) C.H.Wright & Dewar | Pilea chrysosplenioides Wedd. | Pilea grossocrenata Miq., 1830 | Pilea involucrata (Sims) Small | Pilea litoralis Urb. | Pilea pubescens var. involucrata (Sims) Wedd.",6,,,0
Piper betle L.,EXACT,100,Piper betle L.,Piper betle,4187904,4187904,ACCEPTED,0,Piper betle,Piper betle,Piper betle L.,Piper betle L. | Artanthe hexagyna Miq. | Betela mastica Raf. | Chavica auriculata Miq. | Chavica betle (L.) Miq. | Chavica blumei Miq. | Chavica canaliculata (Opiz) C.Presl | Chavica chawya C.DC. | Chavica chuvya Miq. | Chavica densa Miq. | Chavica siriboa (L.) Miq. | Cubeba melamiri Miq. | Cubeba seriboa (L.) Miq. | Cubeba siriboa (L.) Miq. | Macropiper potamogetonifolium (Opiz) Miq. | Peperomia betle L. | Piper anisodorum Blanco | Piper anisodorum Náves | Piper anisodorum Náves ex Fern.-Vill. | Piper bathicarpum C.DC. | Piper betel Blanco | Piper betel L. | Piper betle f. densum (Blume) Fosberg | Piper betle f. marianum (Opiz) Fosberg | Piper betle subsp. densum (Blume) Fosberg | Piper betle subsp. mariannum (Opiz) C.DC. | Piper betle subsp. marianum (Opiz) Fosberg | Piper betle var. amplifolium C.DC. | Piper betle var. densum (Blume) C.DC. | Piper betle var. fenixii (C.DC.) Quisumb. | Piper betle var. macgregorii (C.DC.) Quisumb. | Piper betle var. marianum (Opiz) C.DC. | Piper betle var. siriboa (L.) C.DC. | Piper bidentatum Stokes | Piper blancoi Merr. | Piper blumei (Miq.) Backer | Piper canaliculatum Opiz | Piper carnistilum C.DC. | Piper chawya (Miq.) Buch.-Ham. | Piper chawya Buch.-Ham. ex Wall. | Piper chuvya (Miq.) Miq. | Piper densum Blume | Piper fenixii C.DC. | Piper macgregorii C.DC. | Piper malamiri Blume | Piper malamiris L. | Piper malarayatense C.DC. | Piper marianum Opiz | Piper philippinense C.DC. | Piper pinguispicum C.DC. & Koord. | Piper potamogetonifolium Opiz | Piper puberulinodum C.DC. | Piper rubroglandulosum Chaveer. & Mokkamul | Piper saururus Burm. | Piper silletianum P.K.Mukh. | Piper siriboa L. | Piperi betlum (L.) St.-Lag.,57,Piper betle L. | Chavica betle (L.) Miq. | Peperomia betle L. | Piper betle f. densum (Blume) Fosberg | Piper betle f. marianum (Opiz) Fosberg | Piper betle subsp. densum (Blume) Fosberg | Piper betle subsp. mariannum (Opiz) C.DC. | Piper betle subsp. marianum (Opiz) Fosberg | Piper betle var. amplifolium C.DC. | Piper betle var. densum (Blume) C.DC. | Piper betle var. fenixii (C.DC.) Quisumb. | Piper betle var. macgregorii (C.DC.) Quisumb. | Piper betle var. marianum (Opiz) C.DC. | Piper betle var. siriboa (L.) C.DC.,14,Piper betle L. | Piper anisodorum Blanco | Piper anisodorum Náves | Piper anisodorum Náves ex Fern.-Vill. | Piper bathicarpum C.DC. | Piper betel Blanco | Piper betel L. | Piper betle f. densum (Blume) Fosberg | Piper betle f. marianum (Opiz) Fosberg | Piper betle subsp. densum (Blume) Fosberg | Piper betle subsp. mariannum (Opiz) C.DC. | Piper betle subsp. marianum (Opiz) Fosberg | Piper betle var. amplifolium C.DC. | Piper betle var. densum (Blume) C.DC. | Piper betle var. fenixii (C.DC.) Quisumb. | Piper betle var. macgregorii (C.DC.) Quisumb. | Piper betle var. marianum (Opiz) C.DC. | Piper betle var. siriboa (L.) C.DC. | Piper bidentatum Stokes | Piper blancoi Merr. | Piper blumei (Miq.) Backer | Piper canaliculatum Opiz | Piper carnistilum C.DC. | Piper chawya (Miq.) Buch.-Ham. | Piper chawya Buch.-Ham. ex Wall. | Piper chuvya (Miq.) Miq. | Piper densum Blume | Piper fenixii C.DC. | Piper macgregorii C.DC. | Piper malamiri Blume | Piper malamiris L. | Piper malarayatense C.DC. | Piper marianum Opiz | Piper philippinense C.DC. | Piper pinguispicum C.DC. & Koord. | Piper potamogetonifolium Opiz | Piper puberulinodum C.DC. | Piper rubroglandulosum Chaveer. & Mokkamul | Piper saururus Burm. | Piper silletianum P.K.Mukh. | Piper siriboa L.,41,betel,Betel Pepper | Rambo | Rambu | betel | betelvine,5
Piper kadzura (Choisy) Ohwi.,FUZZY,100,Piper kadsura (Choisy) Ohwi,Piper kadsura,4183601,4183601,ACCEPTED,0,Piper kadsura,Piper kadsura,Piper kadsura (Choisy) Ohwi,Piper kadsura (Choisy) Ohwi | Ipomoea kadsura Choisy | Piper arboricola C.DC. | Piper futokadsura Siebold | Piper futokadsura var. macrophyllum Nakai | Piper futokadzura Siebold | Piper kadsura f. macrophyllum (Nakai) M.Mizush. | Piper kadsura var. boninense M.Mizush. | Piper rupigaudens C.DC. | Piper subglaucescens C.DC. | Piper taquetii C.DC.,11,Piper kadsura (Choisy) Ohwi | Ipomoea kadsura Choisy | Piper kadsura f. macrophyllum (Nakai) M.Mizush. | Piper kadsura var. boninense M.Mizush.,4,Piper kadsura (Choisy) Ohwi | Piper arboricola C.DC. | Piper futokadsura Siebold | Piper futokadsura var. macrophyllum Nakai | Piper futokadzura Siebold | Piper kadsura f. macrophyllum (Nakai) M.Mizush. | Piper kadsura var. boninense M.Mizush. | Piper rupigaudens C.DC. | Piper subglaucescens C.DC. | Piper taquetii C.DC.,10,Kadsura pepper,Kadsura pepper | f&umacr;t&omacr;-kazura | feng teng,3
Piper longum L.,EXACT,100,Piper longum L.,Piper longum,3086338,3086338,ACCEPTED,0,Piper longum,Piper longum,Piper longum L.,Piper longum L. | Chavica longa (L.) H.Karst. | Chavica roxburghii Miq. | Piper latifolium W.Hunter | Piper roxburghii (Miq.) J.Presl | Piper sarmentosum Wall. | Piper turbinatum Noronha,7,Piper longum L.,1,Piper longum L. | Piper latifolium W.Hunter | Piper roxburghii (Miq.) J.Presl | Piper sarmentosum Wall. | Piper turbinatum Noronha,5,long pepper,Indian long pepper | bi bo | jaborandi pepper | long pepper,4
Piper magnificum Trel.,EXACT,100,Piper magnificum Gentil ex Trel.,Piper magnificum,7860851,7860851,ACCEPTED,0,Piper magnificum,Piper magnificum,Piper magnificum Gentil ex Trel.,Piper magnificum Gentil ex Trel. | Artanthe decurrens E.Fourn. | Artanthe magnifica Linden | Artanthe magnifica Linden ex P.Fourn. | Piper bicolor Yunck. | Piper magnificum (Linden) Gentil,6,Piper magnificum Gentil ex Trel. | Piper magnificum (Linden) Gentil,2,Piper magnificum Gentil ex Trel. | Piper bicolor Yunck. | Piper magnificum (Linden) Gentil,3,,,0
Plumeria alba L.,EXACT,100,Plumeria alba L.,Plumeria alba,3169673,3169673,ACCEPTED,0,Plumeria alba,Plumeria alba,Plumeria alba L.,Plumeria alba L. | Plumeria alba var. jacquiniana A.DC. | Plumeria hypoleuca var. angustifolia Gasp. | Plumeria revolutifolia Stokes,4,Plumeria alba L. | Plumeria alba var. jacquiniana A.DC.,2,Plumeria alba L. | Plumeria alba var. jacquiniana A.DC. | Plumeria hypoleuca var. angustifolia Gasp. | Plumeria revolutifolia Stokes,4,milktree,Franjipanyé | Nosegaytree | Pigion Wood | West Indian-jasmine | Wild Frangepane | caterpillar-tree | milktree | pagoda-tree | pigeonwood,9
Plumeria rubra L.,EXACT,100,Plumeria rubra L.,Plumeria rubra,3169674,3169674,ACCEPTED,0,Plumeria rubra,Plumeria rubra,Plumeria rubra L.,"Plumeria rubra L. | Plumeria acuminata W.T.Aiton | Plumeria acutifolia Poir. | Plumeria acutifolia var. gasparrinii A.DC. | Plumeria angustifolia A.DC. | Plumeria arborea Noronha | Plumeria arborescens G.Don | Plumeria aurantia Bosse | Plumeria aurantia Endl. | Plumeria aurantia Lodd. | Plumeria aurantia Lodd. ex G.Don | Plumeria aurantiaca Steud. | Plumeria bicolor Ruiz & Pav. | Plumeria blandfordiana Lodd. ex G.Don | Plumeria carinata Ruiz & Pav. | Plumeria conspicua G.Don | Plumeria gouanii D.Don | Plumeria gouanii D.Don ex G.Don | Plumeria incarnata Mill. | Plumeria incarnata var. milleri (G.Don) A.DC. | Plumeria jamesonii Hook. | Plumeria kerrii G.Don | Plumeria kunthiana Kostel. | Plumeria lambertiana Lindl. | Plumeria loranthifolia Müll.Arg. | Plumeria lutea Ruiz & Pav. | Plumeria macrophylla Lodd. ex G.Don | Plumeria megaphylla A.DC. | Plumeria mexicana Lodd. | Plumeria milleri G.Don | Plumeria mollis Kunth | Plumeria northiana Lodd. | Plumeria northiana Lodd. ex G.Don | Plumeria purpurea Ruiz & Pav. | Plumeria rubra f. acuminata (W.T.Aiton) Woodson | Plumeria rubra f. acutifolia (Poir.) Woodson | Plumeria rubra f. lutea (Ruiz & Pav.) Woodson | Plumeria rubra f. rubra | Plumeria rubra f. tricolor (Ruiz & Pav.) Woodson | Plumeria rubra f. typica Woodson | Plumeria rubra var. acuminata (W.T.Aiton) R.S.Rao & Balamani | Plumeria rubra var. acutifolia (Poir.) L.H.Bailey & E.Z.Bailey | Plumeria tenorii Gasp., 1833 | Plumeria tenuifolia Lodd. | Plumeria tenuifolia Lodd. ex G.Don | Plumeria tricolor Ruiz & Pav.",46,Plumeria rubra L. | Plumeria rubra f. acuminata (W.T.Aiton) Woodson | Plumeria rubra f. acutifolia (Poir.) Woodson | Plumeria rubra f. lutea (Ruiz & Pav.) Woodson | Plumeria rubra f. rubra | Plumeria rubra f. tricolor (Ruiz & Pav.) Woodson | Plumeria rubra f. typica Woodson | Plumeria rubra var. acuminata (W.T.Aiton) R.S.Rao & Balamani | Plumeria rubra var. acutifolia (Poir.) L.H.Bailey & E.Z.Bailey,9,"Plumeria rubra L. | Plumeria acuminata W.T.Aiton | Plumeria acutifolia Poir. | Plumeria acutifolia var. gasparrinii A.DC. | Plumeria angustifolia A.DC. | Plumeria arborea Noronha | Plumeria arborescens G.Don | Plumeria aurantia Bosse | Plumeria aurantia Endl. | Plumeria aurantia Lodd. | Plumeria aurantia Lodd. ex G.Don | Plumeria aurantiaca Steud. | Plumeria bicolor Ruiz & Pav. | Plumeria blandfordiana Lodd. ex G.Don | Plumeria carinata Ruiz & Pav. | Plumeria conspicua G.Don | Plumeria gouanii D.Don | Plumeria gouanii D.Don ex G.Don | Plumeria incarnata Mill. | Plumeria incarnata var. milleri (G.Don) A.DC. | Plumeria jamesonii Hook. | Plumeria kerrii G.Don | Plumeria kunthiana Kostel. | Plumeria lambertiana Lindl. | Plumeria loranthifolia Müll.Arg. | Plumeria lutea Ruiz & Pav. | Plumeria macrophylla Lodd. ex G.Don | Plumeria megaphylla A.DC. | Plumeria mexicana Lodd. | Plumeria milleri G.Don | Plumeria mollis Kunth | Plumeria northiana Lodd. | Plumeria northiana Lodd. ex G.Don | Plumeria purpurea Ruiz & Pav. | Plumeria rubra f. acuminata (W.T.Aiton) Woodson | Plumeria rubra f. acutifolia (Poir.) Woodson | Plumeria rubra f. lutea (Ruiz & Pav.) Woodson | Plumeria rubra f. rubra | Plumeria rubra f. tricolor (Ruiz & Pav.) Woodson | Plumeria rubra f. typica Woodson | Plumeria rubra var. acuminata (W.T.Aiton) R.S.Rao & Balamani | Plumeria rubra var. acutifolia (Poir.) L.H.Bailey & E.Z.Bailey | Plumeria tenorii Gasp., 1833 | Plumeria tenuifolia Lodd. | Plumeria tenuifolia Lodd. ex G.Don | Plumeria tricolor Ruiz & Pav.",46,Frangipani,Angaiabe | Frangipani,2
